Fold,Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Val_Accuracy,Val_Precision,Val_Recall,Val_F1,Val_MCC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Training_Time,Val_Accuracy_Epoch,experiment_suffix,batch_size,adaptive_method
10,0.999220422171378,0.9990968718577644,0.9992503585714486,0.9991734236558888,0.9989222606996,0.9992942251006768,0.9991962856614942,0.999382178817388,0.9992891404796412,0.9990248586088776,0.9990659094305784,0.9989501269009078,0.9991280982098714,0.9990388552695249,0.998708713681515,153.7245330810547,0.9992942214012146,GGAR1,128,FixedL2
1,0.9956638666316086,0.9943360853608372,0.9954545506011646,0.9948828378043942,0.994013844992416,0.996180670873464,0.994702699712637,0.995858866878577,0.9952693777227924,0.9947173705883994,0.9949932745479002,0.9933869309356822,0.9946308036477294,0.9939914414615824,0.99308704185356,129.92918300628662,0.9968448877334596,GGAR1,128,GGAR
2,0.9995433242305706,0.9995789656940948,0.9994993448560724,0.9995390905104576,0.9993688130284396,0.9993357412712252,0.9994491661523268,0.9992846151502064,0.9993666704059188,0.999079681048582,0.9995890001494544,0.9996841133591654,0.9996001553342508,0.9996420343314322,0.999431849513194,115.9799313545227,0.999335765838623,GGAR1,128,GGAR
3,0.9991558417595394,0.999257136830332,0.9990444021424602,0.9991501206026788,0.9988330838014406,0.9992527089301284,0.9992852155687156,0.9991466304651752,0.9992152259322236,0.9989677725075612,0.9991032730533552,0.999138641567888,0.9990020754402772,0.9990698547762976,0.9987604369631028,157.9433832168579,0.9992527365684508,GGAR1,128,GGAR
4,0.9987499077422688,0.998779482549636,0.9985402574172132,0.998658332500522,0.9982721278643608,0.9986299663719018,0.9986967792988288,0.9983479977594284,0.9985189612227504,0.9981095587634184,0.9986922732028096,0.9986806077558436,0.9984573001786954,0.9985667835277944,0.9981930218531544,137.9589445590973,0.9990035891532898,GGAR1,128,GGAR
5,0.9990174551627428,0.999071150509684,0.9989490147008784,0.9990096159860348,0.998641396878663,0.9988790633951924,0.9988982027760868,0.9988238421115871,0.9988602058579564,0.9984549063401156,0.9990285458078016,0.9989663089051052,0.9989302079249712,0.9989480401274212,0.9986569928029136,143.7447052001953,0.9991281628608704,GGAR1,128,GGAR
6,0.998085652077644,0.9981632241123748,0.9976886424819484,0.9979235839506152,0.9973541568782882,0.9979241914725786,0.9978984468181592,0.9974729539662182,0.9976829877396156,0.9971309822355846,0.997758182633388,0.9976853820829538,0.9973674763544156,0.9975247121354892,0.9969010376885674,184.7049758434296,0.9985469579696656,GGAR1,128,GGAR
7,0.9993172927891356,0.9992814647053184,0.9992067177626144,0.99924346791635,0.9990564862730388,0.9993772574417736,0.999319333994514,0.9992446517375244,0.999281285296413,0.9991384135946064,0.9994021820355702,0.9993344758829852,0.9993379355235644,0.9993357673420022,0.9991737115330692,146.85973978042605,0.9998339414596558,GGAR1,128,GGAR
8,0.9971538489925456,0.9958659613292568,0.9965247370247604,0.9961746782088357,0.9960725640414252,0.9975920621081912,0.9964185948983112,0.9971162966773373,0.9967521917991676,0.9966760375369096,0.996973546555074,0.9954316834890096,0.996352040069377,0.9958635372156832,0.9958259619191056,156.04665088653564,0.9975920915603638,GGAR1,128,GGAR
9,0.99782733043029,0.9977027316807991,0.996999480436089,0.9973477365716288,0.996997058452877,0.9981732884958692,0.9980270081920584,0.9974555146874992,0.9977387717611168,0.9974741205871512,0.9980197279928262,0.9979262134905508,0.9973652355489964,0.9976435988004744,0.997262758071908,175.61180710792542,0.9981732964515686,GGAR1,128,GGAR
10,0.9989851649568234,0.9991894178242348,0.9989226948404796,0.9990556298617336,0.9985970088508922,0.999128160418483,0.9992961154314366,0.99905048835322,0.999173029631832,0.9987953608697208,0.9990285458078016,0.999219372034196,0.9989452733862664,0.9990818111080276,0.9986570840433864,252.4128761291504,0.9991281628608704,GGAR1,128,GGAR
1,0.9995848382945156,0.9995681256584712,0.999650278609526,0.9996091199994448,0.9994262072095422,0.9994603121886416,0.9994791646494988,0.9995879910858768,0.9995333246602088,0.9992530642364706,0.9995890001494544,0.9995499908769668,0.999615476593532,0.9995826023084556,0.999431904323864,234.899028301239,0.9994603395462036,GGAR1,128,MLP
2,0.9978181046571702,0.99760440576875,0.9970548059435488,0.9973258921825688,0.9969849987492232,0.9976335782787396,0.9974710617818796,0.9969007548837898,0.9971827645083012,0.9967214144646904,0.997758182633388,0.9975274779543002,0.9970543723797094,0.9972885880618548,0.9969011268600796,172.82878303527832,0.9976335763931274,GGAR1,128,MLP
3,0.9962866263192856,0.996401245490152,0.9952497983955764,0.9958165881575058,0.9948676799832552,0.9959729314568024,0.9960901384425688,0.9949335215680316,0.995504689835354,0.9944364965075624,0.9961889104767598,0.9964176739900276,0.9952723942087696,0.9958383815001712,0.9947322724609978,145.72797441482544,0.9963465929031372,GGAR1,128,MLP
4,0.9987960366078678,0.9987566414963672,0.99845569729066,0.9986045526942506,0.9983357509306244,0.9990036119068376,0.9989838747885053,0.9987121027224902,0.9988472627649312,0.9986241157309884,0.998617545957256,0.9986439531338708,0.9983152886892006,0.9984781726501568,0.998089173543015,195.63402819633484,0.9996678829193116,GGAR1,128,MLP
5,0.998085652077644,0.998234533444573,0.9976273657023004,0.99792780910067,0.9973536542059492,0.9977581267903848,0.9979363706490224,0.9972256368373266,0.997576422096492,0.9969109441614168,0.99809445523838,0.9983607246239162,0.9977948333789444,0.9980753308012074,0.9973667997574324,130.89298820495603,0.9985054135322572,GGAR1,128,MLP
6,0.9984270056830764,0.9986331909766112,0.9984540507440508,0.9985415610864492,0.997826978440992,0.9984223855191596,0.9986623956761946,0.998489890091172,0.9985735954462144,0.997820982655896,0.99809445523838,0.998354557968129,0.9981343339532296,0.9982418989582252,0.9973676596767832,131.39295864105225,0.998962104320526,GGAR1,128,MLP
7,0.9987637464019484,0.9987293709085948,0.998535624539558,0.9986319126027068,0.9982911595261168,0.9992527089301284,0.9992745171186056,0.999117087908124,0.9991955050683085,0.9989657665909176,0.9985428187117024,0.998516027488674,0.9983374686213952,0.9984264515483652,0.9979854315233904,149.05198192596436,0.9992527365684508,GGAR1,128,MLP
8,0.9994326149531332,0.9993495889285352,0.999491842986785,0.9994205927652756,0.9992156690946952,0.9995433221239672,0.9995103195604572,0.9996120001631846,0.999561082226462,0.9993686085480172,0.9992900911672395,0.9992144120616072,0.999437444419849,0.9993257499025344,0.999018756549397,152.96384263038635,0.999543309211731,GGAR1,128,MLP
9,0.9979749428002068,0.9976528902021742,0.9974446975802252,0.9975476886720064,0.99720059879992,0.9976335782787396,0.9971633456084796,0.9969991151601684,0.9970795841934984,0.9967276818314088,0.9981691824839336,0.997778178629824,0.997581333255742,0.9976784774914976,0.9974691247319184,125.57106375694276,0.9980072379112244,GGAR1,128,MLP
10,0.9993495829950548,0.999208628703736,0.9990616304578116,0.9991343183283616,0.999100955045208,0.9992111927595798,0.99904399106581,0.998774696928041,0.9989072989037112,0.9989106278899214,0.9995142729039008,0.9994110407223962,0.9993562708444031,0.9993832954028068,0.9993285858166792,168.79290747642517,0.9992111921310424,GGAR1,128,MLP
1,0.9992942251006768,0.9989616529270984,0.999190484571732,0.9990751180065072,0.9990247189240348,0.9993772832945864,0.9990344414142168,0.9992559620206176,0.9991440277644698,0.9991381922666044,0.999215363921686,0.9988327395982586,0.9991224596459154,0.998976536062665,0.998915583549537,63.01842927932739,0.9993773102760316,GGAR1,256,Adaptive
2,0.9991097128939403,0.9986641344134696,0.9989869644755884,0.9988240068928902,0.9987699783325872,0.9990866442479346,0.9985731521571716,0.9989598808136704,0.9987647730631404,0.9987349535218965,0.999140636676132,0.9986619574884932,0.999009582947473,0.9988340018989136,0.9988125106844322,75.49419212341309,0.9997509121894836,GGAR1,256,Adaptive
3,0.9989298103181048,0.998344950765482,0.9987789079956432,0.9985584205906676,0.9985215332674636,0.9986299663719018,0.9979050257117498,0.998414468099347,0.998153953835744,0.9981090005584023,0.9988417276939172,0.9982541950199136,0.9987894681145438,0.9985185006058032,0.9983998513786054,77.72760701179504,0.9986299872398376,GGAR1,256,Adaptive
4,0.9987314561960292,0.9987337284767752,0.9985993843144582,0.9986654089677962,0.998246818348958,0.9986299663719018,0.998692523880214,0.9985770212815636,0.9986332023356016,0.9981092023759232,0.9992900911672395,0.99933982558514,0.9992980514941656,0.9993183701830406,0.9990189638955684,61.220685720443726,0.9986299872398376,GGAR1,256,Adaptive
5,0.9992019706251384,0.999301262227212,0.9991203976234448,0.999210349754446,0.9988966588095656,0.9992111927595798,0.999340740931868,0.9991269391993366,0.9992334482709454,0.998912726528428,0.9988417276939172,0.9989728521747154,0.9987108404662006,0.9988409850885496,0.9983991996156544,84.62251400947571,0.9998339414596558,GGAR1,256,Adaptive
6,0.9994510664993728,0.9992696011380864,0.9993663352583868,0.999317371693496,0.9992413036697598,0.9995018059534188,0.9993999192520876,0.999402754748218,0.9994008291260736,0.9993114325081488,0.9995516365266776,0.9993763024492688,0.9994893763718482,0.9994323687864266,0.9993802979578758,84.49646925926208,0.9995018243789672,GGAR1,256,Adaptive
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.47624039649963,1.0,GGAR1,256,Adaptive
8,0.9992065835116984,0.9991324098280652,0.999119938103002,0.9991258615412288,0.998903199974154,0.9992942251006768,0.9992785326912594,0.9992673049503624,0.9992726096863797,0.9990242565548272,0.9995142729039008,0.9994227337811912,0.9994366431216494,0.9994294867978404,0.9993285478227104,87.62915539741516,0.9992942214012146,GGAR1,256,Adaptive
9,0.9975874603291756,0.9963781606489124,0.9972342803029232,0.996794514314748,0.996668927562078,0.997965707643127,0.9968938008906704,0.9975843194558628,0.9972282661618008,0.9971902840192228,0.997534000896727,0.996261668087954,0.9971606319069752,0.9966979535471052,0.9965954146334556,56.17121148109436,0.9988375306129456,GGAR1,256,Adaptive
10,0.9996863237139272,0.9996699399903743,0.9997476089559528,0.9997087369516312,0.9995663499827498,0.999626354465064,0.9996007147521936,0.9997043898418304,0.999652493543614,0.9994837679927588,0.9996637273950082,0.9996032784483448,0.9997254072879692,0.9996643024919128,0.9995351339407016,86.67218661308289,0.9996263384819032,GGAR1,256,Adaptive
1,0.9997601287923868,0.9997974612267124,0.999735041531732,0.9997662085607012,0.9996684455591368,0.9998754566589172,0.99991670368725,0.9998857925993604,0.9999012281575632,0.9998275749502856,0.9998505455088924,0.9998426115114484,0.9998454160679596,0.9998440063584176,0.999793374068066,63.09166502952576,0.9998754858970642,GGAR1,256,ElasticNet
2,0.9999769355672006,0.9999726800844088,0.999967909676686,0.9999702947207164,0.9999681194715956,1.0,1.0,1.0,1.0,1.0,0.9999626363772232,0.999965804951443,0.9999539764359352,0.9999598874059444,0.99994834389211,74.14174222946167,1.0,GGAR1,256,ElasticNet
3,0.9996678721676876,0.9996361407520958,0.9996218426729336,0.9996289411070484,0.9995407994391836,0.9995433221239672,0.9994432643540992,0.9994223427935374,0.9994327728460388,0.9993689847622804,0.9995142729039008,0.9994848273603938,0.9994696215083696,0.9994770859720744,0.9993285370698908,63.40413975715637,0.999916970729828,GGAR1,256,ElasticNet
4,0.9971169459000664,0.9970904618026284,0.9961285581632102,0.9966054331602928,0.9960139110312172,0.9968447710383196,0.9967098839320688,0.995766392152573,0.9962331424931656,0.995642995475838,0.9971230010461816,0.9970488935152498,0.996142777808864,0.9965918401630344,0.9960227297086244,57.884018421173096,0.99684476852417,GGAR1,256,ElasticNet
5,0.9999261938150416,0.9999129031922904,0.9999266637680212,0.9999197801466184,0.99989792775479,0.9998339353178064,0.999809456603384,0.9998234297280864,0.9998164061537222,0.9997710599139932,0.9998505455088924,0.999797859904813,0.9998783944546796,0.9998381054283918,0.9997933881445462,89.07337975502014,0.9998339414596558,GGAR1,256,ElasticNet
6,0.9988052623809875,0.9984418437103488,0.9988573279303564,0.9986488869844148,0.9983486411380502,0.9988790633951924,0.99858498377404,0.9989458683483536,0.9987649249291392,0.9984505686146656,0.9987670004483634,0.9983809226456382,0.9988640575489176,0.9986216670733216,0.9982958716444464,70.1996099948883,0.9997509121894836,GGAR1,256,ElasticNet
7,0.9995894530961694,0.9996139278225552,0.999517304867544,0.999565558736152,0.9994324871024188,0.9997924191472578,0.9998506111456124,0.99979680740101,0.9998236812496012,0.9997127211168412,0.999439545658347,0.9994519435399676,0.9993565183710582,0.9994041982360709,0.999225135716581,62.95593070983887,0.9997923970222472,GGAR1,256,ElasticNet
8,0.9999446453612812,0.9999220058652152,0.9999346324759676,0.9999283113115758,0.9999234713251972,0.9999169676589033,0.9998799763552436,0.9999120972982988,0.9998960305814908,0.9998851908103426,1.0,1.0,1.0,1.0,1.0,142.17545914649963,0.999916970729828,GGAR1,256,ElasticNet
9,0.9994925824784116,0.99952232104406,0.9994611874910426,0.999491629992734,0.999298553022876,0.9992527089301284,0.99940161591318,0.9992291546720098,0.9993149835995734,0.9989667758152604,0.9995890001494544,0.999603457515959,0.9995378930621808,0.9995706171409158,0.9994317894552428,98.28862833976746,0.9992527365684508,GGAR1,256,ElasticNet
10,0.9992019706251384,0.9993109044808416,0.9992058925499328,0.999257853219313,0.9988970269329286,0.9992942251006768,0.9994373664529914,0.9992962968619046,0.9993664068259092,0.9990250780956016,0.9989538185622476,0.9990421696454748,0.9989478169594378,0.9989941480398437,0.9985542041425448,90.07137870788574,0.9992942214012146,GGAR1,256,ElasticNet
1,0.9989574828284504,0.998594044089572,0.9989777920046112,0.998784747727323,0.9985597049265114,0.999045167718366,0.998701643983016,0.9990445633240372,0.9988721927388629,0.9986785756374436,0.9986922732028096,0.9981997148158576,0.9987354360725732,0.9984658562961354,0.998193165321936,65.02415871620178,0.9998339414596558,GGAR1,256,FixedL1
2,0.999737065466086,0.999721456867768,0.9996584443468476,0.9996899386333828,0.9996365598563216,0.999709386806161,0.9997278844098416,0.9996324277951282,0.999680129764794,0.99959728470111,0.9997758182633388,0.9997207771548986,0.9996848205002462,0.9997027444965618,0.9996900713262904,75.72057271003723,1.0,GGAR1,256,FixedL1
3,0.9996263561886486,0.9995416162699102,0.9996550133659676,0.999598012765066,0.9994835731951344,0.999709386806161,0.999639843589216,0.9997343251859724,0.9996868839608218,0.9995985658644864,0.9995890001494544,0.9994796344600712,0.9996418144748764,0.9995604121789242,0.9994319741790916,57.77755093574524,0.9997093677520752,GGAR1,256,FixedL1
4,0.999907742268802,0.999870440820889,0.9998921264274028,0.9998812622814676,0.9998724388353962,0.9998754514883548,0.999797077922078,0.999847436940602,0.9998221929546608,0.9998280115291922,0.9998879091316694,0.9998171623598244,0.9998827588781184,0.9998499180681368,0.9998450426102988,65.1677017211914,1.0,GGAR1,256,FixedL1
